test,spec,term,estimate,std_error,p_value,df,ci_low,ci_high,n_obs,n_firms,treated_firms,control_firms,error,draw
R2,draw_189,pseudo,0.010500658790323043,0.008297003199624921,0.20647830124793434,359,-0.005816177403702934,0.02681749498434902,3240,360,151,209,,189
R2,draw_190,pseudo,0.002723036153537833,0.008406425742183333,0.7461848251863648,359,-0.0138089897493387,0.019255062056414366,3240,360,151,209,,190
R2,draw_191,pseudo,-0.007005591821828778,0.008311148501459134,0.3998372119230332,359,-0.023350246080689818,0.009339062437032263,3240,360,151,209,,191
R2,draw_192,pseudo,-0.0031740820156808884,0.008162021389537614,0.6975922789162949,359,-0.019225463800280184,0.012877299768918406,3240,360,151,209,,192
R2,draw_193,pseudo,-0.001280404464799275,0.00828349957249496,0.877244906267604,359,-0.017570684507573583,0.015009875577975035,3240,360,151,209,,193
R2,draw_194,pseudo,0.006844409938836285,0.008317150466589814,0.4110956384837959,359,-0.009512047748265445,0.023200867625938017,3240,360,151,209,,194
R2,draw_195,pseudo,-0.005390394728027871,0.008182963242515646,0.5104889612958673,359,-0.021482960633739397,0.010702171177683656,3240,360,151,209,,195
R2,draw_196,pseudo,-0.007198318205332832,0.008109940376531337,0.37535451294904865,359,-0.023147277785481153,0.008750641374815488,3240,360,151,209,,196
R2,draw_197,pseudo,-0.012158245709258083,0.008307670317966415,0.14420658905058623,359,-0.028496059793547898,0.004179568375031731,3240,360,151,209,,197
R2,draw_198,pseudo,-0.0015123818654483642,0.008351790006635766,0.8564032378403884,359,-0.01793696146201155,0.014912197731114818,3240,360,151,209,,198
R2,draw_199,pseudo,-0.003533873628261705,0.008261340740453767,0.6690821200861481,359,-0.019780576246275782,0.012712828989752371,3240,360,151,209,,199
R2,draw_200,pseudo,0.012997775938064999,0.008403406783501308,0.12281014158134156,359,-0.0035283128989690906,0.029523864775099086,3240,360,151,209,,200
R2,draw_201,pseudo,-0.005519088070971573,0.008242795363001633,0.503565467178515,359,-0.02172931946211466,0.010691143320171511,3240,360,151,209,,201
R2,draw_202,pseudo,-0.0037137417865138063,0.00835137506775251,0.6568144659084069,359,-0.02013750536678463,0.012710021793757019,3240,360,151,209,,202
R2,draw_203,pseudo,0.008157147010311352,0.008214085446671706,0.32134558290810383,359,-0.007996623633423468,0.024310917654046173,3240,360,151,209,,203
R2,draw_204,pseudo,0.015007313464526766,0.00840515255767787,0.07502597180772741,359,-0.0015222086014196647,0.03153683553047319,3240,360,151,209,,204
R2,draw_205,pseudo,-0.004661739898666328,0.008331990770188997,0.5761701530185773,359,-0.021047382436860853,0.011723902639528199,3240,360,151,209,,205
R2,draw_206,pseudo,0.006234208791736932,0.008453504047554393,0.461318080760196,359,-0.010390401021082733,0.022858818604556595,3240,360,151,209,,206
R2,draw_207,pseudo,0.0006373965600293754,0.008330786117952833,0.9390552042986015,359,-0.01574587691638039,0.01702067003643914,3240,360,151,209,,207
R2,draw_208,pseudo,0.01488933897059075,0.008110989754865254,0.06722908288758178,359,-0.0010616843106274806,0.03084036225180898,3240,360,151,209,,208
R2,draw_209,pseudo,0.00011594711144157874,0.008315386132812085,0.9888826563840702,359,-0.01623704084754867,0.01646893507043183,3240,360,151,209,,209
R2,draw_210,pseudo,-0.011097841156321323,0.00815832181725556,0.17458557966858815,359,-0.02714194738449839,0.004946265071855747,3240,360,151,209,,210
R2,draw_211,pseudo,-0.001553824106558012,0.008316897173136639,0.8519015126940015,359,-0.01790978366829025,0.01480213545517423,3240,360,151,209,,211
R2,draw_212,pseudo,-0.0018681614648652877,0.008368929027702122,0.8234866796515168,359,-0.01832644655635685,0.014590123626626273,3240,360,151,209,,212
R2,draw_213,pseudo,-0.010858973913467325,0.008272595096909719,0.19014139901198812,359,-0.027127809280661157,0.005409861453726508,3240,360,151,209,,213
R2,draw_214,pseudo,-0.009880780067766692,0.008342880279862783,0.23706327939991034,359,-0.026287837849670953,0.006526277714137567,3240,360,151,209,,214
R2,draw_215,pseudo,0.00043218144901681024,0.008165423148655157,0.9578185256128301,359,-0.015625890214440795,0.016490253112474415,3240,360,151,209,,215
R2,draw_216,pseudo,0.0012401507523542177,0.008279095063101614,0.8810120246909481,359,-0.015041467408948296,0.017521768913656734,3240,360,151,209,,216
R2,draw_217,pseudo,-0.004857069578022682,0.00832002643794566,0.5597345678998823,359,-0.021219183132958015,0.011505043976912653,3240,360,151,209,,217
R2,draw_218,pseudo,-0.0008175566557582148,0.008316046878051833,0.9217404237228551,359,-0.017171844032331365,0.015536730720814934,3240,360,151,209,,218
R2,draw_219,pseudo,-0.002684198754984024,0.008267660808388914,0.7456256782427569,359,-0.018943330380285648,0.013574932870317599,3240,360,151,209,,219
R2,draw_220,pseudo,0.00031721308249978684,0.008298327420378997,0.9695286216215889,359,-0.01600222731603342,0.016636653481032996,3240,360,151,209,,220
R2,draw_221,pseudo,0.007265699259447266,0.008359133597636185,0.38532238208182706,359,-0.009173322198658788,0.02370472071755332,3240,360,151,209,,221
R2,draw_222,pseudo,0.005805168096591177,0.00820003407713199,0.47943915743175963,359,-0.010320969208989497,0.02193130540217185,3240,360,151,209,,222
R2,draw_223,pseudo,-0.002866373902212842,0.008312175162129832,0.7304162857469925,359,-0.019213047185725023,0.01348029938129934,3240,360,151,209,,223
R2,draw_224,pseudo,-0.004086672661535231,0.008371085265787954,0.6257139357146445,359,-0.020549198197774773,0.01237585287470431,3240,360,151,209,,224
R2,draw_225,pseudo,-0.0008086172085332107,0.008224262010280816,0.9217323203632605,359,-0.016982401020569016,0.015365166603502596,3240,360,151,209,,225
R2,draw_226,pseudo,0.0038292948092347595,0.008417580811221737,0.6494444191844551,359,-0.012724668584788084,0.020383258203257603,3240,360,151,209,,226
R2,draw_227,pseudo,0.002190088658751409,0.008386369565533293,0.794127661816947,359,-0.014302494888710349,0.01868267220621317,3240,360,151,209,,227
R2,draw_228,pseudo,-0.003883129428272507,0.008267819327800753,0.6388774407256735,359,-0.020142572796888466,0.012376313940343452,3240,360,151,209,,228
R2,draw_229,pseudo,-0.004323255233349622,0.008240638754220745,0.600166842332327,359,-0.020529245450738077,0.011882734984038832,3240,360,151,209,,229
R2,draw_230,pseudo,0.0021302777296194784,0.008293173244510994,0.7974253209618117,359,-0.014179026497897523,0.01843958195713648,3240,360,151,209,,230
R2,draw_231,pseudo,0.003710400321285925,0.008463703309632859,0.6613674958226642,359,-0.012934267298506958,0.020355067941078806,3240,360,151,209,,231
R2,draw_232,pseudo,0.002590906778621089,0.008240051059990261,0.7533782738561984,359,-0.013613927682856436,0.018795741240098612,3240,360,151,209,,232
R2,draw_233,pseudo,0.001369900360717009,0.008310501730910174,0.8691629551614434,359,-0.01497348196310332,0.017713282684537337,3240,360,151,209,,233
R2,draw_234,pseudo,0.006512867601943266,0.008341382011255682,0.43544055771725926,359,-0.00989124369400112,0.02291697889788765,3240,360,151,209,,234
R2,draw_235,pseudo,-0.005705560790146479,0.008353862759528444,0.4950569904485955,359,-0.02213421664998289,0.010723095069689933,3240,360,151,209,,235
R2,draw_236,pseudo,-0.00385751997787271,0.00826500918965259,0.6409768447684163,359,-0.020111436945842203,0.012396396990096783,3240,360,151,209,,236
R2,draw_237,pseudo,-0.004066902901303727,0.008163070973310833,0.6186428900499317,359,-0.020120348790988615,0.011986542988381161,3240,360,151,209,,237
R2,draw_238,pseudo,0.011387260935041247,0.008176893290583374,0.16459824814251725,359,-0.00469336783999773,0.027467889710080226,3240,360,151,209,,238
R2,draw_239,pseudo,0.003268363996742912,0.008308765833379552,0.6942846331805277,359,-0.01307160452151711,0.019608332515002935,3240,360,151,209,,239
R2,draw_240,pseudo,0.0021056778077844897,0.008292174246267466,0.7996907255759305,359,-0.014201661795842948,0.018413017411411926,3240,360,151,209,,240
R2,draw_241,pseudo,0.013658145186420244,0.008242073331095433,0.09836782471022748,359,-0.0025506662611532345,0.029866956633993722,3240,360,151,209,,241
R2,draw_242,pseudo,-0.005031076661014925,0.008226261174283786,0.5411979491663242,359,-0.021208792016859577,0.011146638694829725,3240,360,151,209,,242
R2,draw_243,pseudo,-0.0001375215630089744,0.008288484032651453,0.9867714165416979,359,-0.016437604014910092,0.016162560888892143,3240,360,151,209,,243
R2,draw_244,pseudo,-0.002660334107482774,0.008233445372815965,0.7467977038337934,359,-0.018852177864608532,0.013531509649642986,3240,360,151,209,,244
R2,draw_245,pseudo,0.005153630548729656,0.00813399486778395,0.5267508505554855,359,-0.010842634448092154,0.021149895545551464,3240,360,151,209,,245
R2,draw_246,pseudo,0.010747031038230473,0.008337815567241252,0.19824525215722838,359,-0.005650066510535746,0.02714412858699669,3240,360,151,209,,246
R2,draw_247,pseudo,0.001398686841433083,0.008345539062858053,0.8669947444113726,359,-0.015013599686991518,0.017810973369857683,3240,360,151,209,,247
R2,draw_248,pseudo,0.0044499049958246755,0.008333469328914416,0.5936859339142229,359,-0.011938645266995894,0.020838455258645243,3240,360,151,209,,248
R2,draw_249,pseudo,-0.0037935979661800545,0.008443128422632456,0.6534778137276459,359,-0.02039780313792768,0.012810607205567568,3240,360,151,209,,249
R2,draw_250,pseudo,-0.011258592765018366,0.008280833924744432,0.17481096493902684,359,-0.027543630561086264,0.005026445031049532,3240,360,151,209,,250
R2,draw_251,pseudo,-0.002945915315043425,0.008343768823521518,0.7242449007925305,359,-0.019354720501520397,0.013462889871433546,3240,360,151,209,,251
R2,draw_252,pseudo,-0.01788691462192899,0.008398937419595541,0.033879162779125775,359,-0.034404214035000324,-0.0013696152088576614,3240,360,151,209,,252
R2,draw_253,pseudo,0.009497010722050085,0.00814313466769086,0.24428359650347703,359,-0.0065172285498610715,0.02551124999396124,3240,360,151,209,,253
R2,draw_254,pseudo,0.004475240390516667,0.008262948682351272,0.5884277670219787,359,-0.011774624396285328,0.02072510517731866,3240,360,151,209,,254
R2,draw_255,pseudo,0.0164840809404439,0.00809517491320251,0.04245530315141117,359,0.0005641590309663908,0.03240400284992141,3240,360,151,209,,255
R2,draw_256,pseudo,-0.012762406124491997,0.008231284800049815,0.12190848870455356,359,-0.02895000091231374,0.0034251886633297444,3240,360,151,209,,256
R2,draw_257,pseudo,0.00024842288106428093,0.008119573913680123,0.9756090878373884,359,-0.015719481954840107,0.01621632771696867,3240,360,151,209,,257
R2,draw_258,pseudo,-0.0030768387705284706,0.008328339573339182,0.7120160824569451,359,-0.01945530088713255,0.01330162334607561,3240,360,151,209,,258
R2,draw_259,pseudo,-0.008233773255696583,0.008300599166905199,0.3218903764433673,359,-0.02455768125717637,0.0080901347457832,3240,360,151,209,,259
R2,draw_260,pseudo,0.006939472156496184,0.008300901154969927,0.4037164718084064,359,-0.009385029732880969,0.02326397404587334,3240,360,151,209,,260
R2,draw_261,pseudo,0.002619012242254818,0.00832293245048326,0.7531918275933673,359,-0.013748816259320038,0.018986840743829673,3240,360,151,209,,261
R2,draw_262,pseudo,0.0113534297148495,0.008331472499897685,0.17382626852210595,359,-0.005031193596132005,0.027738053025831006,3240,360,151,209,,262
R2,draw_263,pseudo,0.011032133046926388,0.008311213533850153,0.18522672754427089,359,-0.005312649104240589,0.027376915198093363,3240,360,151,209,,263
R2,draw_264,pseudo,0.0011697113463761846,0.008420203880612941,0.8895934533908234,359,-0.01538941056000975,0.01772883325276212,3240,360,151,209,,264
R2,draw_265,pseudo,0.007757181170185038,0.008333952928984097,0.3525863801130615,359,-0.008632320137600867,0.024146682477970943,3240,360,151,209,,265
R2,draw_266,pseudo,-0.000349488423226235,0.008262188448149268,0.9662832683187507,359,-0.016597858138055283,0.015898881291602815,3240,360,151,209,,266
R2,draw_267,pseudo,0.00225495207960357,0.008165357840549333,0.7825834411395065,359,-0.013802991149329034,0.018312895308536175,3240,360,151,209,,267
R2,draw_268,pseudo,0.013011836758967608,0.008320789999569249,0.1187516411976551,359,-0.003351778411627789,0.029375451929563007,3240,360,151,209,,268
R2,draw_269,pseudo,-0.0036704293578129444,0.008203519149898248,0.6548407229854765,359,-0.019803420386368422,0.012462561670742531,3240,360,151,209,,269
R2,draw_270,pseudo,0.009492566326841385,0.008278259467877472,0.252274995530349,359,-0.006787408557958903,0.025772541211641672,3240,360,151,209,,270
R2,draw_271,pseudo,-0.004723773941400507,0.008407742454374744,0.5745782226903078,359,-0.021258389282490454,0.01181084139968944,3240,360,151,209,,271
R2,draw_272,pseudo,0.005094429883222444,0.00818756264120468,0.5341950302682517,359,-0.011007181172068316,0.021196040938513204,3240,360,151,209,,272
R2,draw_273,pseudo,0.0033660044779913654,0.008299550790870686,0.685304096369498,359,-0.01295584179353444,0.01968785074951717,3240,360,151,209,,273
R2,draw_274,pseudo,9.617347763645907e-05,0.00827770082892567,0.9907365358551883,359,-0.016182702791187813,0.016375049746460733,3240,360,151,209,,274
R2,draw_275,pseudo,-0.0015714724582500254,0.008304362509755874,0.8500159137433448,359,-0.017902781426965688,0.014759836510465637,3240,360,151,209,,275
R2,draw_276,pseudo,-0.004650755998306908,0.00824208539247854,0.5729232059229638,359,-0.020859591165723286,0.011558079169109468,3240,360,151,209,,276
R2,draw_277,pseudo,0.0017194972493770565,0.008172393558052595,0.8334724097512582,359,-0.014352282378945312,0.017791276877699425,3240,360,151,209,,277
R2,draw_278,pseudo,0.00691271245280039,0.008246280388825567,0.4024298452053275,359,-0.009304372569001011,0.02312979747460179,3240,360,151,209,,278
R2,draw_279,pseudo,9.416655233326683e-05,0.008295102947313598,0.9909488624587488,359,-0.01621893261701703,0.01640726572168356,3240,360,151,209,,279
R2,draw_280,pseudo,-0.008664508989699522,0.008154600729237049,0.28870930259908345,359,-0.024701297348737487,0.007372279369338444,3240,360,151,209,,280
R2,draw_281,pseudo,0.0018203921809366447,0.008300869027352786,0.82653990419948,359,-0.014504046526463404,0.018144830888336693,3240,360,151,209,,281
R2,draw_282,pseudo,0.0013519744853796691,0.008342953892004075,0.8713577588706565,359,-0.015055228061715404,0.017759177032474743,3240,360,151,209,,282
R2,draw_283,pseudo,0.0037989530491200165,0.008396252240855771,0.651212223299033,359,-0.01271306570771986,0.020310971805959893,3240,360,151,209,,283
R2,draw_284,pseudo,0.0033601099997709587,0.008268762486740175,0.6847188390836783,359,-0.01290118817949762,0.01962140817903954,3240,360,151,209,,284
R2,draw_285,pseudo,0.011302642774847405,0.008326056974841664,0.1754743359040087,359,-0.005071330397389098,0.027676615947083906,3240,360,151,209,,285
R2,draw_286,pseudo,0.010546783638178476,0.008382997025048808,0.20916742217304637,359,-0.005939167491611615,0.027032734767968566,3240,360,151,209,,286
R2,draw_287,pseudo,0.0006711106528131233,0.008248377580899566,0.9351988155176342,359,-0.015550098694207337,0.016892319999833583,3240,360,151,209,,287
R2,draw_288,pseudo,-0.009650144006831706,0.008269996646870042,0.2440308862966463,359,-0.02591386927792992,0.006613581264266507,3240,360,151,209,,288
R2,draw_289,pseudo,-0.005044070895108248,0.008240018246756535,0.5408305392133633,359,-0.021248840826279248,0.01116069903606275,3240,360,151,209,,289
R2,draw_290,pseudo,-0.005504112886970723,0.008284994179222268,0.5068945756642653,359,-0.021797332214274302,0.010789106440332858,3240,360,151,209,,290
R2,draw_291,pseudo,-0.008940855424117261,0.008274787295606423,0.2806477201681399,359,-0.02521400195597842,0.007332291107743897,3240,360,151,209,,291
R2,draw_292,pseudo,-0.006992614539195998,0.008304271429952749,0.4003203682355724,359,-0.023323744390922982,0.009338515312530986,3240,360,151,209,,292
R2,draw_293,pseudo,-0.0009169807841955694,0.008264312400323005,0.9117126926109804,359,-0.0171695274504936,0.015335565882102461,3240,360,151,209,,293
R2,draw_294,pseudo,0.0007410170576587755,0.00838467398026157,0.9296258717431044,359,-0.01574823196208664,0.017230266077404195,3240,360,151,209,,294
R2,draw_295,pseudo,0.008697461829152153,0.008363165958444994,0.2990526085464687,359,-0.007749489645275397,0.025144413303579704,3240,360,151,209,,295
R2,draw_296,pseudo,0.0008142856346979178,0.00828045351048382,0.9217185575389516,359,-0.01547000404099122,0.017098575310387054,3240,360,151,209,,296
R2,draw_297,pseudo,0.0016689963688269025,0.008269531796101482,0.8401680284932744,359,-0.014593814729567892,0.017931807467221696,3240,360,151,209,,297
R2,draw_298,pseudo,0.011029789233232182,0.008209371721894423,0.17993909056944882,359,-0.005114711427931323,0.027174289894395687,3240,360,151,209,,298
R2,draw_299,pseudo,-0.0012330980814756077,0.008394219631364108,0.8832946122945498,359,-0.017741119520811324,0.01527492335786011,3240,360,151,209,,299
R2,draw_300,pseudo,-0.01076522467725816,0.00825481940697509,0.19303027280022791,359,-0.026999102480386908,0.005468653125870589,3240,360,151,209,,300
