district,period,employment_index,reform_active,wage_pressure
71,2022,3.998538237211933,0,0.30022387907856063
71,2023,4.000704055143277,0,-0.7643307378278982
71,2024,4.031220952705445,0,-0.19144344171519737
72,2017,4.078866099356553,0,-0.06117359713145267
72,2018,4.137254680633767,0,1.54888650655139
72,2019,4.1357224259414584,0,2.8069837115329825
72,2020,4.0378190428257765,0,0.3017438932522033
72,2021,4.03344883705496,1,1.2318071910711013
72,2022,4.114081385125535,1,-0.5560022529973597
72,2023,4.173692468456943,1,0.8152744489883966
72,2024,4.062063347389804,1,-1.3992172987044313
73,2017,4.400058295369024,0,-0.7916119381174542
73,2018,4.367954542677646,0,1.179002741746154
73,2019,4.432010180399957,0,0.5275303601615469
73,2020,4.373144652491433,0,0.2780920144533912
73,2021,4.494164098866829,0,0.8450387372812541
73,2022,4.552968791407978,0,1.7260620304731895
73,2023,4.47991217044709,0,-0.39538338410017015
73,2024,4.471658808683769,0,-0.41507343283258213
74,2017,3.80371440429401,0,-0.46755503378714175
74,2018,3.883097357881429,0,-0.9439688639287445
74,2019,3.914522187013029,0,-0.5371525289508715
74,2020,3.9157308602630896,0,-0.14762850928779528
74,2021,3.9146020280543303,1,2.5622347570779125
74,2022,3.8894750212710325,1,0.25241665396260593
74,2023,3.8788313388239923,1,0.3876800529459754
74,2024,3.989477818994532,1,-0.9208697059096335
75,2017,3.9562502576872762,0,-1.0788949677096296
75,2018,3.9472175753160186,0,1.8688093510837938
75,2019,3.9833783613201375,0,-0.24262794938953391
75,2020,3.918158473973585,0,-1.492468371834228
75,2021,4.164494838111151,1,0.8216816679390405
75,2022,3.9823898733210035,1,-0.8556394304525627
75,2023,4.053501330550793,1,0.7380325777440051
75,2024,4.039838149604911,1,-1.8769111880352418
76,2017,4.037623952747882,0,0.4925832203355069
76,2018,3.976993856972777,0,0.17932647398923213
76,2019,3.917782991934504,0,-2.00916858445394
76,2020,4.016828451154437,0,-0.32819039149886164
76,2021,4.025839491783875,1,0.007244100600631952
76,2022,4.0112164369989,1,0.7019050815857901
76,2023,4.025280817827054,1,-0.4995735390189021
76,2024,4.082759349374067,1,1.1933694342886971
77,2017,4.130058146292764,0,-0.7611399627154773
77,2018,4.1549452255968875,0,-1.6979254378185722
77,2019,4.199297065898206,0,-1.0863134896351265
77,2020,4.227703957527268,0,1.2803208677340567
77,2021,4.336747845437749,0,0.30994232316688203
77,2022,4.324055268832829,0,-0.8576722900992655
77,2023,4.3207899682074,0,1.3064736652768643
77,2024,4.414878828100791,0,1.366633095768725
78,2017,4.265603000127367,0,1.9587195836627238
78,2018,4.221477120962746,0,0.39608470672751966
78,2019,4.417691923940173,0,2.823506451394235
78,2020,4.199005809491986,0,0.10372532118867396
78,2021,4.340112505068385,0,-1.0260548983363886
78,2022,4.310833906177285,0,-0.34849314006718723
78,2023,4.312560216710088,0,-0.8931774152885688
78,2024,4.354727421456629,0,-0.5223190370034553
79,2017,4.16963081747686,0,1.4850312775870025
79,2018,4.121953040206172,0,1.1132741764575838
79,2019,4.305576366094417,0,1.3078032952153664
79,2020,4.313897854549421,0,0.6012829994033568
79,2021,4.251258468577576,0,0.9538895558357854
79,2022,4.335479849974902,0,0.2919388492940797
79,2023,4.187657960352165,0,-0.9723971546489658
79,2024,4.2543630749445205,0,-0.4340382773981364
80,2017,4.118372102639881,0,0.16916523464192998
80,2018,4.153594101005457,0,1.5601376116317418
80,2019,4.035609042974005,0,-0.48235203304460583
80,2020,4.149393639984253,0,0.6973946499066278
80,2021,4.053705554340469,1,-1.130242676934175
80,2022,4.118039505116536,1,-0.8465755239216198
80,2023,4.140539422897141,1,-0.7050773761212447
80,2024,4.118691472971502,1,-0.28496391249777214
